src_ip,dst_ip,src_port,dst_port,protocol,packet_size,flags,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,label,feature_92
10.167.240.134,10.189.237.162,51690,21,1,693,RST,7372.939,405.694,3159.098,9987.84,5602.122,8857.121,6251.849,3574.726,3444.032,4209.601,6408.366,9771.436,3023.165,5494.617,8232.182,5555.143,1697.701,8268.021,5331.919,4751.476,9290.554,8563.632,7009.186,9134.267,9048.752,8220.203,3700.766,8401.83,8782.216,7816.282,781.425,9135.25,8897.812,5081.211,6571.214,5700.345,2800.776,5138.445,3517.418,5635.44,1109.675,5448.8,6428.294,4214.978,9504.856,9076.413,1752.185,9413.573,882.264,203.732,1624.935,1316.089,6160.681,3721.733,1277.563,2191.071,9697.81,7631.175,2734.102,3088.493,7416.251,801.936,4282.902,2463.528,3349.628,1684.368,8593.164,8435.606,2122.962,4379.55,1303.913,7511.481,8555.34,9775.92,7010.989,354.834,733.307,3393.119,8789.726,179.957,3639.174,2320.258,1452.873,7159.7,3238.573,6050.556,288.525,9435.916,8337.06,7854.215,9908.028,0,7993.002
10.198.197.228,10.230.185.88,61755,443,1,1640,ACK,7399.701,2294.66,1523.042,1941.602,98.982,265.393,7556.421,8703.59,1521.829,7187.477,7197.745,2967.344,6020.532,8270.866,4958.679,9409.292,9952.963,3190.602,9805.497,3381.145,3018.141,2157.104,4339.426,7317.282,1597.982,8933.805,2498.683,9495.831,9732.993,5960.167,6756.587,9418.497,6044.216,5622.147,1571.55,9392.522,1188.205,2832.972,4544.188,9259.349,4750.751,9138.426,4105.801,5956.429,9099.472,5805.764,8243.686,5050.697,196.247,5827.835,3804.455,9066.459,1000.954,4342.62,8402.342,9207.442,6927.975,8603.834,415.548,3884.187,628.794,3640.468,167.62,7367.07,5941.57,1485.675,9350.381,5078.017,6473.245,7742.875,8079.886,8412.599,6699.807,875.681,3668.469,7453.846,9012.747,2654.563,8568.711,944.786,2468.862,4019.745,7521.578,4781.112,1121.84,7139.426,3236.051,4906.862,3608.496,2579.434,9018.82,1,7023.291
10.67.134.146,10.191.21.8,47886,80,2,101,SYN,4985.116,4964.478,4992.637,528.84,1736.792,6717.906,1631.225,9650.888,1274.472,7534.806,5491.026,2413.008,700.13,4071.205,2463.546,3840.69,5930.138,8319.37,6080.297,2100.704,9415.026,9568.463,9412.28,841.327,232.04,7166.999,7128.691,7096.268,8712.457,7420.785,3636.365,2234.507,8818.054,7195.0,719.255,9525.156,6082.905,71.754,68.205,6508.332,5236.732,8089.516,1041.951,5388.305,4817.367,2242.286,1788.561,6821.211,2303.78,3760.839,2679.919,4371.704,5951.87,2857.119,8949.07,6442.3,7371.433,9824.403,323.489,667.03,4953.37,6513.767,87.149,5180.332,1651.776,8813.702,9228.978,607.247,6178.611,2664.795,5284.517,3499.097,712.085,5277.941,6751.814,4661.208,4697.837,9315.965,533.106,8070.744,2162.985,8131.995,1937.75,3941.473,6975.674,3546.557,3844.341,4635.418,6680.299,3030.255,1071.041,0,8902.809
10.194.92.160,10.18.29.66,8384,22,2,834,RST,7071.529,6631.183,4932.566,1828.01,1530.064,7511.022,1444.083,6048.981,3278.936,4467.69,6985.515,8962.099,2020.565,3778.352,900.889,8133.976,4289.791,3603.094,1122.752,7274.847,7691.221,6405.983,6561.429,6527.378,4208.773,3376.064,7688.374,9929.479,4055.41,6493.479,1896.921,8200.426,7010.201,8201.936,6307.313,2192.019,9594.508,5037.258,1470.362,2315.888,9790.422,5947.446,2184.481,4295.141,1540.508,6825.045,525.507,5770.664,4995.873,4403.074,642.15,9697.071,101.85,5495.941,1957.607,475.016,6927.621,7159.052,7986.222,2227.289,6356.109,1345.209,4385.062,4160.268,467.691,5442.013,5580.303,353.862,1254.781,1383.343,9215.331,9767.285,5590.054,9965.108,6481.6,6458.581,5134.1,9811.762,9361.131,6159.698,1077.935,2258.419,4116.496,7420.07,3953.569,8961.625,3763.667,4899.867,3588.022,9149.074,6434.974,1,1825.84
10.48.219.242,10.155.168.152,44266,443,17,645,UDP,175.673,4559.629,3565.623,3857.764,545.091,6914.717,1636.271,543.484,80.715,1913.824,7200.489,6529.032,6912.887,9167.463,3422.159,658.796,62.6,5952.683,7654.312,8567.33,7057.664,6249.925,5443.084,6355.876,8344.422,5783.007,9194.998,4446.332,9208.099,410.639,3950.227,2874.342,2717.935,1406.127,7504.952,6760.806,9086.954,213.396,6583.617,4892.811,4821.262,7838.044,3760.94,9319.82,9419.819,5699.489,5815.055,9779.708,2563.837,623.148,3671.038,9116.857,9233.633,6328.416,3994.329,7682.778,7736.126,8623.138,4987.552,8195.318,2452.76,5855.249,3939.064,6267.956,6575.577,7757.995,8302.098,9477.089,9338.419,554.116,2329.8,6645.497,3622.034,5281.761,3511.194,9986.967,7392.256,9582.75,2201.897,2433.038,3826.674,151.924,7535.57,9606.252,3483.63,1261.593,9867.894,9738.177,1422.691,8112.816,9898.052,0,9769.854
10.142.13.108,10.101.32.95,59164,22,17,1517,SYN,4691.233,579.928,7762.764,9113.132,1319.113,6304.351,8952.173,3129.759,7434.941,7460.55,8221.62,7079.09,6017.955,6209.545,8279.965,5039.804,4161.602,9991.281,4452.602,7482.067,1674.363,2178.676,9883.625,6766.337,9601.09,3316.912,9139.024,8994.457,7900.512,7912.669,6111.429,6832.684,5354.524,1210.663,6110.357,3319.403,7951.174,4449.435,9758.015,7505.364,3321.143,8372.541,3209.298,1792.903,8307.506,9728.722,3169.477,8345.352,9525.744,2130.449,5155.032,8514.765,4326.0,2302.251,3489.583,1140.442,1694.529,3866.07,5373.943,5212.215,8984.183,1097.486,4567.609,5539.463,9744.189,6560.116,9489.765,5057.272,4892.683,8535.951,6326.37,6623.76,9214.979,1300.351,5215.146,1272.06,7777.934,4885.913,8762.328,3117.635,9609.993,1181.888,4235.085,6149.173,3250.103,444.067,3923.719,440.197,6877.375,4351.278,4403.55,0,1199.477
10.0.225.196,10.22.255.235,39424,123,2,2631,FIN,9109.715,7393.101,3623.754,9260.353,7424.657,1250.408,4243.571,8681.25,431.765,1860.491,9902.856,4217.926,3557.521,8669.847,2430.574,8113.49,1937.921,2731.509,2395.378,2.701,2310.041,9223.351,8616.209,9460.951,7261.099,4578.721,8694.363,273.751,6324.229,7690.683,435.6,8274.589,8520.51,942.893,1321.877,3970.883,6116.481,158.951,1926.804,8746.334,698.191,6575.43,4120.639,8803.148,9738.485,4390.837,6095.812,5469.978,675.273,7248.422,7963.316,3611.31,4774.052,8686.227,1227.473,571.223,5878.175,5750.196,9114.766,6876.349,9141.926,7673.22,9873.989,6024.144,8040.949,2323.887,4654.161,455.552,7896.184,8754.41,9520.709,8654.691,9660.627,8954.167,8401.275,7276.004,6521.915,6849.822,6525.05,1649.491,4850.48,8617.582,2056.06,8080.54,9166.406,2346.638,6941.014,621.548,4457.713,9009.788,4473.305,1,9635.55
10.83.187.114,10.193.73.100,38038,3389,1,2867,ACK,2770.568,3336.537,4774.175,9507.03,8839.949,6321.398,9471.481,8439.737,8578.636,7633.99,6833.566,8526.815,1899.871,5146.845,8634.864,4912.334,8344.768,9700.982,1298.216,240.67,4023.518,8877.875,2390.217,1798.545,251.037,6737.233,7795.525,8474.041,6328.683,8379.714,8076.246,8503.911,6978.414,6065.579,397.046,9491.07,8688.858,3958.065,9413.242,3426.054,7721.071,6854.233,9986.35,6732.458,7305.451,9714.541,306.202,3293.64,8705.969,5271.246,3682.26,5388.499,7917.068,6157.825,3215.619,9879.814,5330.691,2083.108,452.543,4036.892,4352.996,9329.326,5886.247,3910.318,7361.439,4591.328,7418.08,8922.305,5578.347,1500.819,1315.614,9335.196,782.0,412.159,8734.951,4094.529,8508.699,4992.896,6546.421,2130.363,7725.358,3417.09,1593.705,807.334,4105.989,4505.645,3729.335,64.389,9702.276,7768.323,9993.004,0,5159.583
10.180.191.157,10.119.190.190,10611,22,2,3642,PSH,637.61,4566.091,4165.302,7587.418,4936.243,237.879,2198.643,507.945,7647.064,3007.985,4350.478,5267.211,8055.621,7418.536,8594.849,7093.957,9715.633,6022.849,7781.917,9652.858,7956.51,6549.427,1756.095,5352.382,3748.496,2963.302,5243.392,5530.216,4014.001,7978.033,7283.902,4459.896,5756.334,8987.067,5511.099,2301.822,1491.949,9863.027,4797.599,5585.71,8469.976,9832.892,8805.813,521.749,6773.005,4023.48,1188.37,8134.931,174.705,6689.878,6170.938,4929.913,1378.023,7666.502,7125.009,69.816,9156.369,535.948,5015.904,5801.084,790.462,2025.599,2843.925,6820.608,2179.57,1586.162,2602.061,2894.426,7382.257,9747.315,642.247,2426.334,184.896,7266.393,5657.26,771.956,2902.569,9256.711,8729.219,9413.07,480.625,5719.879,3847.486,6469.478,3563.145,1702.227,5283.009,2187.151,1444.353,3016.637,6628.488,0,1053.5
10.107.193.211,10.62.60.210,44755,25,1,2137,SYN,2829.796,2701.023,5491.368,4474.304,2067.984,251.413,6340.72,8224.483,2053.634,6286.287,958.042,307.928,7718.388,4878.509,7857.945,4256.176,8384.669,6201.086,2921.819,804.106,2700.917,4400.425,6407.612,3713.197,6463.611,1966.372,4991.026,2189.431,7532.242,2975.114,6502.293,1788.114,4392.694,787.83,4652.133,835.726,3206.976,2394.977,3030.355,6378.988,639.796,1567.693,8269.686,4420.411,9663.99,9262.527,65.622,5765.32,2230.193,2427.217,5830.191,1751.104,4544.863,2218.458,5320.044,3258.764,5751.166,9390.882,2653.496,4534.323,716.108,2635.614,4854.167,4074.98,7286.28,4531.302,4660.985,6352.988,4247.733,2459.924,1531.143,9460.1,2960.936,5823.529,9065.854,5356.319,1032.382,8984.904,6274.487,2678.089,8346.517,9625.859,5786.706,5133.33,72.693,7410.983,4329.798,4819.39,7921.606,3167.424,6004.115,0,607.241
10.89.220.200,10.114.240.103,43860,443,2,2621,FIN,7746.108,2100.897,4446.72,9929.382,4753.846,9578.991,6956.176,3039.636,4595.653,4442.327,7465.641,6282.232,9246.951,6837.468,7940.937,6800.458,8384.341,5482.801,3864.349,1467.013,2656.332,9585.628,2348.343,3524.523,7028.13,9805.477,3435.353,6698.81,7243.023,328.393,664.017,2947.16,2640.649,1934.929,8535.156,7249.136,7651.671,4142.466,2288.411,8346.452,464.785,6917.644,1479.782,6781.509,1102.964,79.896,4696.963,9069.051,884.878,7855.784,1680.762,7738.823,5391.369,1280.905,6186.78,8983.891,9386.564,5083.916,8832.761,7267.291,1348.67,907.322,2182.241,7322.53,3655.165,4194.692,7000.71,786.988,2737.63,4859.68,5081.477,6119.982,1002.29,6801.308,7737.562,3604.955,875.917,4325.656,8940.921,2577.516,5534.755,2003.055,6287.222,1339.893,7269.456,932.166,4926.064,7865.124,2891.569,7025.046,5067.622,1,2164.518
10.6.107.68,10.194.233.223,12510,110,1,1413,RST,7899.14,2858.464,8755.413,3421.247,2481.174,8281.202,6618.523,8197.872,2088.117,3818.043,8496.763,9010.109,6597.973,3296.143,1363.185,5964.299,3270.89,6483.187,9354.038,1153.936,2405.808,6490.186,4753.77,1322.759,985.815,293.461,623.144,4212.529,3450.062,3348.559,5508.769,910.406,9726.853,5213.17,2206.445,5238.262,3732.592,9671.095,9567.328,6422.204,9588.853,6140.997,4026.096,2878.245,1197.841,4867.477,2176.969,6848.284,5876.41,7849.384,4538.306,1932.019,2304.725,640.767,7400.489,2308.335,5721.944,570.598,8838.111,7365.497,7815.575,3918.113,9696.963,7769.182,5642.107,5141.554,2347.142,2047.538,9128.856,2742.469,2020.193,9819.083,1424.621,5688.439,5239.886,5138.075,5355.225,217.055,3951.487,6449.904,2045.268,63.699,6255.918,3924.387,9040.032,982.13,8998.759,5943.894,4435.802,6796.347,8922.187,0,4560.651
10.6.148.251,10.98.172.90,54159,110,17,4111,ACK,3523.781,6219.519,2956.032,4765.159,1646.548,587.061,4432.388,2788.468,6809.549,5850.934,5975.7,3214.512,5982.507,6653.625,9223.067,969.287,4495.162,6331.175,3991.902,520.148,134.215,6436.041,3871.637,1925.974,9091.988,2811.974,1046.607,1626.917,7303.304,2868.992,346.971,1962.347,792.953,4470.711,5625.371,708.451,7008.851,5674.41,1828.331,3722.493,9755.073,9390.331,5813.889,7663.426,5011.141,1895.305,7146.349,1978.374,8361.537,4447.208,6143.979,2166.551,5741.332,5674.265,6694.684,2319.839,5396.024,2917.082,2611.09,2850.944,3600.412,1276.067,4328.694,6675.817,3002.885,1364.477,4465.964,7116.958,8495.824,3891.513,3848.355,7274.706,13.305,8418.367,6007.752,7561.909,9986.734,4764.559,571.331,1120.339,4767.756,365.456,4197.234,7985.175,142.75,6.04,7663.948,9842.91,729.711,1737.025,1337.316,0,2231.229
10.2.5.216,10.8.218.45,49792,20,17,1958,PSH,6233.855,5936.015,1424.624,6699.271,5884.129,9059.38,1687.337,7806.241,4332.701,1738.968,9807.884,7500.012,1709.142,3714.266,4567.221,2248.948,95.608,8137.837,3798.531,6628.587,5366.271,7799.873,3237.478,881.222,7762.163,6653.961,4650.644,367.372,3930.042,2467.149,7636.588,3698.196,8007.143,9849.929,8802.092,4202.655,1621.096,442.515,2061.401,7565.403,9979.087,4378.489,8570.621,3767.263,7149.228,3119.693,1670.061,6401.483,2485.656,251.633,7427.042,1587.522,9672.668,2627.509,8664.589,3031.364,4452.451,7835.712,1669.467,7670.031,2002.381,6973.317,5774.676,2139.735,9027.178,1810.307,194.038,8101.026,8829.475,9033.696,4830.141,8303.411,7779.191,287.234,6293.825,8150.119,8802.471,9438.795,4529.012,9256.038,6087.536,3733.99,736.097,5967.878,4737.381,8323.836,1326.904,908.616,9521.317,3903.879,6399.111,1,4284.409
10.45.2.0,10.41.118.133,65319,8080,17,84,UDP,2865.903,3299.076,8406.076,5064.077,5077.451,857.771,1112.78,373.863,9834.938,912.269,7107.986,7130.426,1549.958,7472.024,2689.644,5215.522,816.349,1665.244,1502.102,2434.873,3776.111,3784.047,4060.568,7543.614,9357.563,3784.394,8178.78,4018.277,5712.911,203.893,1271.579,8570.233,9361.919,2670.85,3186.965,5957.835,7858.465,5111.359,5752.757,3768.043,2443.906,5821.916,8323.391,112.815,3919.562,7722.446,706.868,9447.657,4515.696,799.296,2278.314,1780.011,7223.997,1780.388,7102.92,6938.74,2516.777,8441.212,1678.121,6431.914,946.896,4143.216,2436.139,1056.67,8822.556,8870.857,9554.807,8867.671,5883.645,278.568,9809.423,9011.982,3053.89,5948.617,7059.11,8918.481,5997.455,1019.233,4052.265,4445.471,7345.633,6660.348,372.927,8591.888,6767.4,9261.493,4676.499,7028.745,1012.284,3718.791,1943.301,1,4040.967
10.135.55.246,10.43.24.213,45695,21,6,2798,UDP,515.211,5175.245,9236.526,3155.377,2018.495,195.366,8474.262,9262.255,5665.12,2773.446,2586.905,5204.062,5845.668,76.587,146.133,9721.837,3439.528,5637.697,57.752,8680.862,4295.819,7876.559,4692.213,9641.729,4743.199,474.343,7217.439,7033.977,8856.013,8572.692,1053.497,7162.774,227.201,5702.429,4710.803,6905.905,4635.499,1149.879,7240.088,5207.099,4819.194,159.124,935.035,6203.08,875.921,480.741,2859.157,1617.984,726.205,4722.356,1664.625,1732.09,5563.283,6611.448,2650.53,9523.787,3008.191,4752.593,1255.695,5497.014,4537.343,9029.742,2638.882,9035.813,5350.76,3531.628,4186.724,5724.869,8872.185,8593.862,620.668,6329.688,2028.294,6755.157,7915.481,3445.766,2974.391,3915.124,8985.122,49.748,762.712,4338.83,7194.67,6353.264,2461.637,1996.212,7281.681,4593.748,9220.231,1038.57,9674.692,0,3455.114
10.218.209.134,10.102.58.182,41036,143,1,2383,PSH,3736.286,6412.568,7259.187,852.553,8920.822,8154.422,7556.631,3030.093,9470.902,8511.611,4394.66,4549.43,4923.459,5483.172,1631.009,7982.915,3516.299,5697.134,8536.457,62.986,9192.159,2344.381,646.244,1503.817,8303.561,6360.711,9600.917,7568.018,1069.599,9641.776,417.667,2228.905,6237.25,5200.25,3887.547,7009.701,6400.935,5945.534,3994.526,8014.192,6696.694,5229.539,4535.286,2964.717,4590.403,9211.336,5707.445,8256.084,7958.727,2399.048,3856.34,1026.286,6761.066,7139.662,5957.818,3970.318,9770.298,882.298,6040.357,2790.809,2731.84,5571.417,5219.257,780.235,866.628,1705.874,7512.851,3064.215,6665.806,9868.838,5347.205,8499.827,4734.588,8520.249,8759.025,8360.725,8081.73,2928.481,8789.44,8152.988,690.238,5579.625,3610.273,4476.289,2160.386,2116.411,7139.334,4017.197,1301.379,991.583,882.836,1,2922.238
10.161.69.70,10.97.185.42,3005,445,2,2520,SYN,4307.144,7855.673,2371.534,9236.939,9638.946,2284.556,9622.456,4464.158,2482.559,1640.857,9574.389,5287.875,9244.617,4532.863,1378.575,2497.316,2608.647,6721.617,1067.038,3845.315,8047.308,3653.475,4921.313,2424.024,4214.911,4688.185,9855.725,7193.215,6521.973,6892.278,5403.021,3864.195,2190.476,1589.89,5605.826,5657.308,1898.837,9079.534,7389.959,4772.298,1417.232,1227.736,5070.976,1901.142,4428.621,2504.821,931.31,7017.611,4988.391,2310.472,5735.557,6449.138,535.776,7655.921,6465.908,8006.155,2000.606,4891.771,9843.721,859.966,5991.035,4626.173,964.859,9212.015,7799.429,6503.36,2585.161,9674.467,2536.963,4252.75,6730.733,581.127,2947.504,3220.59,2449.596,2162.892,8536.035,3769.598,6982.479,1778.17,7649.164,672.445,35.049,4374.06,476.93,2482.584,5134.632,8836.629,2632.123,986.203,1519.825,1,5305.077
10.52.160.47,10.20.152.138,20634,443,6,3788,UDP,4166.871,1942.385,7320.853,9515.758,3241.355,1132.19,4526.777,7589.942,2369.153,7709.957,597.224,6343.012,3702.536,7106.796,1502.988,4339.864,2283.838,7365.593,8323.558,5343.434,4110.412,6832.105,8309.577,9475.847,1195.907,294.478,1824.187,5051.597,4152.041,488.854,5880.155,2086.285,5003.081,3290.03,7176.995,5339.236,7843.209,4360.267,4477.821,1372.878,2585.843,9324.151,1252.067,9937.643,8318.976,9132.36,7339.06,4411.265,4711.452,298.658,5260.926,1432.52,559.2,9365.808,8276.547,6719.761,6270.28,3192.507,4962.767,4431.892,1027.05,1263.875,1956.768,7000.127,972.619,983.175,6557.196,9176.533,5523.949,3297.058,6673.858,138.346,4964.505,4106.326,9957.893,5168.03,1923.887,240.491,1237.568,7001.2,9472.647,7875.627,2674.883,9778.323,7044.866,6160.137,5493.421,2476.63,678.267,9720.931,6899.747,0,7709.491
10.155.114.194,10.9.204.64,21417,123,2,4746,RST,1253.103,4752.15,9126.573,45.174,5371.99,6668.943,3723.451,9277.1,5031.831,4998.88,9726.043,3410.879,507.078,6651.882,1912.196,8711.266,3197.392,1479.63,6192.324,5548.585,3077.856,4620.94,3238.023,5493.5,4971.512,6802.079,5841.378,284.363,6052.305,8303.374,505.664,8012.668,3422.29,3600.057,7682.248,7316.721,2059.361,3052.689,9083.391,2424.235,1802.189,6178.397,8781.667,8917.669,1211.507,1281.985,7088.557,7395.391,8653.298,1315.269,893.149,9348.363,5910.915,4365.17,3085.749,2252.125,3143.146,2134.048,7337.113,4767.919,2366.141,9689.534,7158.449,8122.705,1994.25,5624.828,5351.491,8930.24,6618.637,1606.671,1944.508,9840.446,1763.618,7932.272,6841.741,6225.427,2921.251,9436.706,8817.091,9708.55,2990.676,6337.247,4355.558,6929.707,3771.726,7952.646,3591.579,8224.764,3845.394,5278.196,7611.419,1,6943.403
10.164.30.140,10.22.240.85,16806,23,1,910,URG,3660.096,4211.008,1626.531,565.678,347.557,1753.269,836.844,6264.483,7182.745,1134.107,3419.136,8397.678,2254.768,4684.568,1700.463,3732.235,7703.546,8342.184,8807.582,5554.819,4686.472,807.194,7417.01,4565.592,4039.733,6765.738,1238.968,3881.381,6243.203,5985.99,4328.919,9790.208,8507.622,5645.638,2824.585,7758.546,2320.675,8048.783,7295.193,2601.915,6372.352,9499.342,6589.663,1206.182,2012.178,8509.244,9118.561,353.518,8054.317,9573.8,9591.563,4280.693,65.686,9715.032,1079.732,511.781,3503.459,7463.185,2949.119,6090.31,6365.363,1270.451,717.876,1187.989,6031.265,2094.157,4717.247,1046.208,2536.999,3676.274,3899.263,8091.947,3744.773,3726.443,8349.05,1026.403,2011.298,9109.984,3781.699,6194.828,7487.269,8913.426,3136.792,3530.347,1278.853,1994.894,123.648,3231.604,738.057,2017.598,7336.946,1,6226.879
10.141.249.111,10.118.203.211,35452,445,2,83,UDP,9883.074,1887.84,6208.058,435.074,8074.279,2978.182,2032.91,7532.288,4117.643,4415.667,9981.856,8942.378,5843.019,7320.094,3968.676,4139.895,262.566,635.961,371.668,2606.874,7835.319,57.358,4599.12,780.891,3040.441,3778.739,7504.238,6552.223,214.801,4060.006,4087.588,1877.802,3042.566,1109.999,9563.047,1760.609,6958.986,7226.225,6043.703,200.279,2428.375,2315.794,302.153,7289.4,5202.162,4735.047,2535.756,3618.798,6208.888,3602.046,6400.854,2151.358,134.847,681.402,2770.521,1301.84,5722.432,9703.812,4781.232,7675.862,9054.172,3780.505,9608.718,6321.683,2007.315,2282.908,3172.055,8785.631,5252.885,5234.415,8719.459,8228.476,3410.658,1507.376,5333.795,8329.449,5930.582,9531.726,9360.939,4551.675,4479.69,4502.309,6651.996,3090.167,3824.611,6301.054,7210.975,7332.568,7697.779,848.849,3251.794,1,6177.451
10.238.207.159,10.174.242.203,8577,445,6,4587,URG,581.315,8036.95,6824.073,4896.605,8513.626,3761.266,9964.071,3548.068,9290.548,4408.92,4359.434,3227.56,467.663,4944.01,8122.883,1637.52,2136.397,8659.794,1921.127,3117.566,2768.974,7689.955,2665.835,3028.518,9906.409,6642.844,5644.415,8127.379,799.516,6766.926,3168.757,6667.114,339.249,2410.721,5395.987,6294.949,5181.643,402.917,416.246,9617.48,7405.988,4572.64,1367.055,7034.332,8615.641,6991.695,9912.759,3901.668,7303.338,1891.736,9835.191,6934.197,3772.672,9054.964,3534.558,9636.259,2673.278,4399.889,791.483,4910.739,8395.591,6570.322,7478.842,1910.241,7771.052,4208.177,7166.744,9390.867,4376.642,4434.966,1586.581,2658.039,2937.678,7708.859,9296.763,229.376,6656.971,9742.508,190.569,3322.572,5392.915,9152.814,2834.445,2958.496,9003.091,3264.388,6438.253,7418.468,5883.127,8380.92,2365.079,1,4589.529
10.185.154.186,10.148.198.24,55774,23,17,4261,RST,5326.361,1653.476,7147.282,1050.236,2973.701,9341.223,3486.131,4194.943,6575.216,2369.2,8638.292,4684.875,2513.964,5580.861,5474.367,8892.404,2477.044,1613.188,2067.51,5599.143,1390.49,7344.97,7825.745,8644.728,5846.926,9590.676,9392.555,3809.599,9354.43,6443.906,6292.354,9448.961,5404.24,4026.642,1478.819,2342.407,4724.727,2163.045,5128.022,3321.526,508.882,8336.369,930.932,2774.473,5351.535,4787.168,9829.013,1582.489,5363.1,7804.876,154.617,5570.822,7389.299,1898.382,6804.315,3841.472,6273.76,9118.826,6594.682,5628.839,8078.708,7166.852,2887.364,1744.445,6021.512,3553.156,3926.403,7598.228,1420.864,3698.775,3516.947,9668.263,4354.603,4189.818,7877.935,8533.599,5197.745,3932.605,1484.992,9559.747,5632.861,1371.496,882.322,7177.929,6729.524,2241.357,9584.781,2161.06,9806.877,862.738,869.204,0,7647.367
10.105.15.37,10.0.154.186,50816,25,17,1281,PSH,4271.163,2623.614,1295.532,8695.574,8244.949,7434.084,8308.255,6164.468,7026.672,3486.119,2480.924,6896.328,4211.174,2161.761,5356.195,186.22,3339.953,1267.571,7484.062,4030.252,5862.709,6092.207,4455.734,4907.101,1216.881,7374.453,3456.525,963.396,5658.315,6178.081,9658.079,5003.449,8615.622,3160.354,7381.33,5212.458,2514.342,1696.659,9736.067,1391.142,5864.06,8175.596,6664.896,8220.752,3532.86,1616.49,7589.792,1881.061,5603.1,3540.066,2924.417,7624.776,138.718,671.931,6661.839,8509.838,5326.829,1997.072,1201.134,3693.622,2759.632,3028.846,2350.084,6411.968,5170.991,3870.083,3640.758,584.999,2060.26,7306.058,420.761,2742.401,1138.77,2102.184,5496.059,169.647,214.475,1578.872,3593.401,8635.37,7428.273,693.092,2565.851,3968.836,9720.642,8771.136,1734.775,8960.751,688.095,9203.141,3657.21,0,9282.658
10.212.184.44,10.78.73.116,33350,8080,6,3673,PSH,7807.694,933.017,8477.766,3078.971,1811.817,494.784,6598.238,7292.668,9243.068,1564.929,1944.691,3891.234,283.38,9013.446,9031.328,5977.381,543.799,887.032,7434.576,8939.717,5535.102,2765.164,6427.493,8645.813,7961.511,1841.895,6537.02,7738.386,5976.258,7051.391,8943.472,5640.636,8564.712,7672.027,7818.889,229.25,8158.706,7104.571,990.202,3116.132,3573.639,3316.792,2947.742,6184.959,2921.041,5259.795,1795.072,639.726,3220.456,4638.787,2402.792,931.555,8533.468,3015.405,6223.141,2144.799,9752.252,3290.679,2207.997,8032.861,5877.69,2313.336,3278.409,9231.332,7016.906,8937.102,249.111,6646.14,6356.263,3878.673,6869.106,1262.962,7637.763,9573.594,6649.978,5614.46,9511.221,7432.898,5822.635,2146.203,2518.707,3038.966,2583.183,6683.233,2273.756,1723.585,4334.771,2493.594,3115.633,8395.086,3414.884,1,4536.27
